symbol,legal_name,cik,figi,exchange_mic,security_type,share_class,currency,domicile,sic,source_classification,mapped_sector,primary_liquid_class
TROW,PRICE T ROWE GROUP INC,0001113169,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
TRV,"TRAVELERS COMPANIES, INC.",0000086312,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
TSCO,TRACTOR SUPPLY CO /DE/,0000916365,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
TSLA,"Tesla, Inc.",0001318605,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
TSN,"TYSON FOODS, INC.",0000100493,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
TT,Trane Technologies plc,0001466258,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
TTD,"Trade Desk, Inc.",0001671933,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
TXN,TEXAS INSTRUMENTS INC,0000097476,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
TXT,TEXTRON INC,0000217346,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
TYL,TYLER TECHNOLOGIES INC,0000860731,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
UAL,"United Airlines Holdings, Inc.",0000100517,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
UBER,"Uber Technologies, Inc",0001543151,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
UDR,"UDR, Inc.",0000074208,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
UHS,UNIVERSAL HEALTH SERVICES INC,0000352915,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
ULTA,"Ulta Beauty, Inc.",0001403568,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
UNH,UNITEDHEALTH GROUP INC,0000731766,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
UNP,UNION PACIFIC CORP,0000100885,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
UPS,UNITED PARCEL SERVICE INC,0001090727,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
URI,"UNITED RENTALS, INC.",0001067701,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
USB,US BANCORP \DE\,0000036104,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
V,VISA INC.,0001403161,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
VEEV,VEEVA SYSTEMS INC,0001393052,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
VICI,VICI PROPERTIES INC.,0001705696,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
VLO,VALERO ENERGY CORP/TX,0001035002,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
VLTO,Veralto Corp,0001967680,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
VMC,Vulcan Materials CO,0001396009,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Materials,,true
VMRK,EQUITY RESIDENTIAL,0000906107,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
VRSK,"Verisk Analytics, Inc.",0001442145,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
VRSN,VERISIGN INC/CA,0001014473,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
VRT,Vertiv Holdings Co,0001674101,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
VRTX,VERTEX PHARMACEUTICALS INC / MA,0000875320,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
VST,Vistra Corp.,0001692819,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
VTR,"Ventas, Inc.",0000740260,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
VTRS,Viatris Inc,0001792044,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
VZ,VERIZON COMMUNICATIONS INC,0000732712,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Communication Services,,true
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0000943452,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
WAT,WATERS CORP /DE/,0001000697,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
WBD,"Warner Bros. Discovery, Inc.",0001437107,,XNAS,COMMON_STOCK,SERIES_A,USD,,,Communication Services,,true
WDAY,"Workday, Inc.",0001327811,,XNAS,COMMON_STOCK,CLASS_A,USD,,,Information Technology,,true
WDC,WESTERN DIGITAL CORP,0000106040,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
WEC,"WEC ENERGY GROUP, INC.",0000783325,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
WELL,WELLTOWER INC.,0000766704,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
WFC,WELLS FARGO & COMPANY/MN,0000072971,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
WM,WASTE MANAGEMENT INC,0000823768,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
WMB,"WILLIAMS COMPANIES, INC.",0000107263,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
WMT,Walmart Inc.,0000104169,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Staples,,true
WRB,BERKLEY W R CORP,0000011544,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
WSM,WILLIAMS SONOMA INC,0000719955,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
WST,WEST PHARMACEUTICAL SERVICES INC,0000105770,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
WTW,WILLIS TOWERS WATSON PLC,0001140536,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
WY,WEYERHAEUSER CO,0000106535,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Real Estate,,true
WYNN,WYNN RESORTS LTD,0001174922,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
XEL,XCEL ENERGY INC,0000072903,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Utilities,,true
XOM,EXXON MOBIL CORP,0002115436,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Energy,,true
XYL,Xylem Inc.,0001524472,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Industrials,,true
XYZ,"Block, Inc.",0001512673,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Financials,,true
YUM,YUM BRANDS INC,0001041061,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Consumer Discretionary,,true
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
ZBRA,ZEBRA TECHNOLOGIES CORP,0000877212,,XNAS,COMMON_STOCK,UNSPECIFIED,USD,,,Information Technology,,true
ZTS,Zoetis Inc.,0001555280,,XNYS,COMMON_STOCK,UNSPECIFIED,USD,,,Health Care,,true
